Title;l1Num;QID;Labels
An induced matching M of a graph G is a set of pairwise nonadjacent edges such that no two edges of M are joined by an edge in G. The problem of finding a maximum induced matching is known to be NP-hard even for bipartite graphs of maximum degree four. In this paper;2;[160669, 17514, 18373, 36161, 133346, 160669, 133346, 3755540, 759676, 65119384, 837, 174733, 189533, 11472];['Mach number', 'graffiti', 'gravitational constant', 'set', 'border', 'Mach number', 'border', 'G.', 'task', 'Induced matching', 'Nepal', 'bipartite graph', 'academic degree', 'paper']
An independent dominating set of a graph G = (V;2;[7888149, 17514, 18388296, 18373];['Maximal independent set', 'graffiti', 'V', 'gravitational constant']
For a positive integer k;2;[12503, 5962];['integer', 'Boltzmann constant']
Consider an oriented graph G = (V;2;[17514, 18388296, 18373];['graffiti', 'V', 'gravitational constant']
This paper deals with the application of noising methods to a clique partitioning problem for a weighted graph. The aim is to study different ways to add noise to the data;2;[11472, 166142, 190686, 866399, 17514, 4503831, 17641254, 179448, 42848];['paper', 'application', 'subroutine', 'liquid–liquid extraction', 'graffiti', 'goal', 'Andrew John Henry Way', 'noise', 'data']
The average time of computing Boolean functions by straight-line programs with random number generators is studied. Reliable programs;2;[11471, 942353, 40056, 11563, 40056];['time', 'boolean function', 'computer program', 'number', 'computer program']
In the group Steiner problem we are given an edge-weighted graph G = (V;2;[83478, 759676, 18388296, 17514, 18373];['group', 'task', 'V', 'graffiti', 'gravitational constant']
In the MULTIWAY CUT problem;2;[759676];['task']
"An n &#x00D7; m non-negative integer matrix D= {dij} is given";2;[21199, 6042601, 1655179];['natural number', 'integer matrix', 'Driggs-Reed Memorial Airport']
The technique of Weil restriction of scalars has significant implications for elliptic curve cryptography. In this paper we apply these ideas to the case of the discrete logarithm problem in the Jacobian of a curve of genus greater than one over a finite field Fqn where n > 1.;2;[21162272, 7980190, 1289248, 7881229, 1048911, 11472, 131841, 8188561, 11197, 506041, 161973, 34740];['means', 'Weil restriction', 'scalar', 'logical implication', 'elliptic curve cryptography', 'paper', 'idea', 'letter case', 'logarithm', 'Jacobian matrix', 'curve', 'genus']
Given a (directed or undirected) graph G;2;[18373];['gravitational constant']
A well-known result is that the inference problem for propositional Horn formulae can be solved in linear time. We show that this remains true even in the presence of arbitrary (static) propositional background knowledge. Our main tool is the notion of a cumulated clause;2;[2995644, 938438, 976981, 11471, 215408, 9081, 39546, 595523, 117364];['result', 'statistical inference', 'formula', 'time', 'Presence', 'knowledge', 'tool', 'notion', 'clause']
We study the relation between rooted 3-connected triangular maps and rooted 2-connected triangular maps on the projective plane. We then use this relation to derive a simple parametric expression for the generating function of rooted 3-connected triangular maps on the projective plane. We believe that this is the first simple exact result for 3-connected nonplanar maps.;2;[277521, 4006, 4006, 1475760, 277521, 11024, 860609, 4006, 1475760, 2995644, 4006];['relation', 'geographic map', 'geographic map', 'projective plane', 'relation', 'communication', 'generating function', 'geographic map', 'projective plane', 'result', 'geographic map']
Algebraic reconstruction techniques for the reconstruction of distributions from projections have yielded improvements in diverse fields such as medical imaging and electron microscopy. An important property of these methods is that they allow the use of various basis functions. Recently spherically symmetric functions (blobs) have been introduced as efficacious basis functions for reconstruction. However;2;[4723986, 7820109, 200726, 519967, 21255975, 190109, 931309, 2225, 6422240, 190686, 7901733, 11348, 981351, 373795, 11348, 7820109];['Algebraic Reconstruction Technique', 'tomographic reconstruction', 'probability distribution', 'projection', 'improvement', 'field', 'medical imaging', 'electron', 'property', 'subroutine', 'Use', 'function', 'symmetric function', 'Surface marker buoy', 'function', 'tomographic reconstruction']
An O(n2) algorithm is described for computing the maximum cycle mean (eigenvalue) for n × n matrices;2;[8366, 11442, 1900125, 44337];['algorithm', 'bicycle', 'multiplication sign', 'matrix']
Many problems in the field of computational biology consist of the analysis of so-called gene-expression data. The successful application of approximation and optimization techniques;2;[759676, 190109, 177005, 7754, 11024, 166142, 21162272, 27058, 141495];['task', 'field', 'computational biology', 'mathematical analysis', 'communication', 'application', 'means', 'approximation', 'mathematical optimization']
We present an efficient and scalable coarse grained multicomputer (CGM) coloring algorithm that colors a graph G with at most Δ + 1 colors where Δ is the maximum degree in G. This algorithm is given in two variants: randomized and deterministic. We show that on a p-processor CGM model the proposed algorithms require a parallel time of O(|G|/p) and a total work and overall communication cost of O(|G|). These bounds correspond to the average case for the randomized version and to the worst case for the deterministic variant.;2;[8366, 1122267, 18373, 14390, 1075, 14390, 189533, 3755540, 8366, 362031, 486902, 8366, 11471, 42213, 11024, 864930, 8188561, 3331189, 8037119, 362031];['algorithm', 'Computer Graphics Metafile', 'gravitational constant', 'Δ', 'color', 'Δ', 'academic degree', 'G.', 'algorithm', 'variance', 'mathematical model', 'algorithm', 'time', 'work', 'communication', 'Bound', 'letter case', 'version, edition, or translation', 'Worst Case', 'variance']
The λ-number of a graph G;2;[10897, 180309, 17514, 18373];['Λ', 'hyphen', 'graffiti', 'gravitational constant']
A naive digital plane is a subset of points (x;2;[197, 177646, 82818];['airplane', 'subset', 'railroad switch']
The maximum stable set problem is NP-hard;2;[36161, 837];['set', 'Nepal']
The complexity status of the maximum stable set problem in the class of P5-free graphs is unknown. In this paper;2;[723897, 759676, 4479242, 17514, 11472];['complexity', 'task', 'class', 'graffiti', 'paper']
The complexity status of the stable set problem in P5-free graphs remains an open question for a long time in spite of a lot of particular results in this direction. The purpose of the present paper is to summarize these results and to propose several new ones. In particular;2;[723897, 759676, 17514, 1321906, 30599689, 2143576, 6501349, 2995644, 29017603, 706622, 11472, 2995644, 199];['complexity', 'task', 'graffiti', 'open problem', 'Long Time', 'Spite', 'parking lot', 'result', 'control', 'intention', 'paper', 'result', '1']
In this paper;2;[11472];['paper']
We address a generalization of the classical multiprocessor scheduling problem with non simultaneous machine availability times;2;[170084, 2271896, 11471];['generalization', 'scheduling', 'time']
A finite-state machine is called a Thompson machine if it can be constructed from an empty-free regular expression using the construction of Thompson as modified by Hopcroft and Ullman. We call the underlying digraph of a Thompson machine a Thompson digraph. We characterize Thompson digraphs and we give an algorithm that generates an equivalent regular expression from a Thompson machine that has size linear in the total number of states and transitions. Although the algorithm is simple;2;[176452, 269593, 185612, 385378, 269593, 21484860, 1137726, 269593, 269593, 269593, 8366, 185612, 269593, 4049983, 11563, 7275, 1606712, 8366];['finite-state machine', 'Thompson submachine gun', 'regular expression', 'construction', 'Thompson submachine gun', 'Ullman', 'directed graph', 'Thompson submachine gun', 'Thompson submachine gun', 'Thompson submachine gun', 'algorithm', 'regular expression', 'Thompson submachine gun', 'cardinality', 'number', 'state', 'transition', 'algorithm']
In the paper we consider a generalized vertex coloring model;2;[11472, 486902, 26401];['paper', 'mathematical model', 'vertex']
It has been known for years that the problem of computing the T-span is NP-hard in general. Recently;2;[577, 759676, 434745, 837];['year', 'task', 'Tinashe', 'Nepal']
A problem of no-wait scheduling of zero-one time operations without allowing inserted idle times is considered in the case of open;2;[759676, 2271896, 11471, 11471, 8188561];['task', 'scheduling', 'time', 'time', 'letter case']
We consider two optimization problems for cellular telephone networks;2;[984063, 2354216];['optimization problem', 'telephone network']
We consider the problem of interconnecting a set of customer sites using bidirectional SONET rings of equal capacity. Each site is assigned to exactly one ring and a special ring;2;[759676, 36161, 35127, 161172, 491774, 35127, 161172, 161172];['task', 'set', 'website', 'ring', 'tonnage', 'website', 'ring', 'ring']
In this paper;2;[11472];['paper']
In this paper;2;[11472];['paper']
A block graph is a graph whose blocks are cliques. A block duplicate (BD) graph is a graph obtained by adding true twins (i.e.;2;[4927193, 17514, 48378, 761631, 17514, 48378, 47770, 17514, 159979];['block graph', 'graffiti', 'pulley', 'clique', 'graffiti', 'pulley', 'Blu-ray Disc', 'graffiti', 'twin']
Concern over fault tolerance in the design of interconnection networks has stimulated interest in finding large graphs with maximum degree Δ and diameter D such that the subgraphs obtained by deleting any set of s vertices have diameter at most D';2;[5158449, 47089, 183225, 82604, 141488, 170924, 17514, 14390, 336286, 36161, 11574, 37221, 336286];['Concern', 'fault', 'toleration', 'design', 'graph', 'interest', 'graffiti', 'Δ', 'defender', 'set', 'second', 'diameter', 'defender']
